Razão_Social;geom;Data_de_Ativação
J. C. N. J. COMÉRCIO DE  COMBUSTÍVEIS LTDA. ME.;-41.32227000000001,-21.727460000000004;
AUTO POSTO TREVO DO AMPARO LTDA - EPP;-44.106416,-22.384497000000014;
JOFAVE COMBUSTIVEIS;-44.145349,-22.54001;
AUTO POSTO DANY LTDA;-42.798674000000005,-22.90330300000002;
AUTO POSTO DE ABASTECIMENTO MAE GREICE LTDA.;-43.105692000000005,-22.904473000000017;
AUTO POSTO GOMES NOGUEIRA LTDA;-42.848078,-22.762105;
POSTO CALUNDÚ LTDA;-42.848587,-22.761875999999997;
AUTO POSTO HOT LINE DA BARRA LTDA.;-43.41456399999999,-22.99984;
AUTO POSTO NATU LTDA;-43.064398,-22.928837000000005;
AUTO POSTO PITUBA LTDA. EPP;-43.054680000000005,-22.876210000000015;
AUTO POSTO ROTA DO SOL DE MARICA COMBUST. DERIV. LTD ME;-42.893907999999996,-22.933328000000014;
GERANIUS POSTO DE SERVICOS E ARTEZANATOS LTDA;-42.897422,-22.760504999999995;
POSTO DE GASOLINA DAS MISSOES LTDA;-43.287424,-22.813283000000013;
POSTO DE GASOLINA JOIA DE VIZEU LTDA;-43.2785924,-22.831264000000015;10/2004
POSTO DE GASOLINA DAS MISSOES LTDA;-43.287424,-22.813283000000013;
POSTO DE SERVIÇO BORGINHO LTDA;-43.322689000000004,-22.809433000000002;
POSTO IMBIARA LTDA;-42.532799000000004,-22.789143000000017;
SUPER POSTO NOTA 1000 LTDA;-42.644344,-22.712549000000017;
AUTO POSTO DO TRABALHO S/A.;-43.287210000000016,-22.761010000000006;
CHEMISOL COMERCIAL QUIMICA IMPORTADORA E EXPORTADORA LTDA;-43.2863263,-22.759728000000013;
CARESTIATO & VELLOSO POSTO DE SERVIÇOS AUTOMOB. LTDA;-42.53677700000001,-22.259511999999994;
POSTO DE GASOLINA EVORA DE SAO MATEUS LTDA;-43.38365,-22.806360000000012;
POSTO DE ABASTECIMENTO SANTA RITA DA TIJUCA LTDA - EPP.;-43.24272,-22.934680000000004;
AUTO POSTO WALL STREET LTDA.;-43.27969999999999,-22.900610000000007;
ROCHA FERNANDES COMÉRCIO DE COMBUSTIVEIS LTDA;-41.34827860000001,-21.75797950000002;06/2010
WALIGÁS SÃO JOAQUINENSE LTDA - ME;-41.616893000000005,-21.48509000000001;12/2010
POSTO O CARRETÃO LTDA.;-44.5088999,-22.467852200000003;01/2005
POSTO 52 LTDA;-43.71743092653339,-22.608923782538152;10/2004
POSTO 252 DE PIRAÍ  LTDA;-43.931936099999994,-22.61442860000002;01/2005
POSTO SOL DA DUTRA LTDA;-44.31826889999999,-22.445898800000013;12/2014
R C GAS LTDA ME.;-44.13700861321144,-22.729929004784417;06/2010
VH DISTRIBUIDORA DE GAS LTDA - ME;-44.13684828410323,-22.73113336956047;05/2014
TURNPIKE 4321 A. POSTO BAR LANCH. BAZAR SERV. AUT. LTDA;-43.40033350000001,-22.774196500000013;09/2004
POSTO PESQUE E PAGUE CIDADE DE TANGUA LTDA;-42.705103208490016,-22.729747365204386;09/2004
AUTO POSTO RODO TREVO LTDA;-43.202299999999994,-22.115300000000012;
FERRARI TRIBOBO AUTO POSTO LTDA.;-43.02504999999998,-22.856410000000018;
SENDAS DISTRIBUIDORA S/A;-43.353419999999986,-22.796760000000006;
SENDAS DISTRIBUIDORA S/A;-43.42231,-22.87714000000002;
SENDAS DISTRIBUIDORA S/A;-43.32084,-22.82762000000001;
NOSSO POSTO DE GASOLINA SUBURBANO LTDA.;-43.24513400000001,-22.813607700000006;10/2004
SENDAS DISTRIBUIDORA S/A;-43.46777,-22.88060000000001;
AUTO POSTO MAGARÇA LTDA.;-43.57853,-22.935060000000007;
PETROCOL PETROLEO COMERCIAL LTDA.;-43.10254799173729,-22.90945068820323;09/2004
POSTO ANDES LTDA;-43.27580571153896,-22.888031978797663;01/2010
POSTO DE GASOLINA AVENIDA DE MIRACEMA LTDA.;-42.192899999999995,-21.41219000000001;
POSTO BELVEDERE DA TAQUARA LTDA.;-43.7708787,-22.430595999999994;09/2004
POSTO BARBARA LTDA;-44.1362589,-22.52965560000001;10/2004
POSTO CARESTIATO DE FRIBURGO LTDA;-42.5337358293445,-22.28478415221194;10/2004
AUTO POSTO DO TRABALHO S/A.;-43.19899000000002,-22.924950000000017;
POSTO DE COMBUSTÍVEL STAFF DA RIO MAGÉ LTDA.;-43.2672239,-22.668028300000007;12/2006
POSTO DE GASOLINA AMIGAO DE ITABORAI LTDA;-42.81195999999999,-22.747186000000013;10/2004
AUTO POSTO ML DO ENGENHO DA RAINHA LTDA;-43.28877,-22.865760000000005;
POSTO DE GASOLINA DOIS AMIGOS LTDA;-43.3500862,-22.838070300000016;10/2004
POSTO DE GASOLINA CITROL LTDA.;-43.67150000000001,-22.9777;
POSTO DE GASOLINA MAE GRAICE LTDA.;-43.10315390000001,-22.90196910000001;12/2014
POSTO DE GASOLINA MIMOSA DE ANCHIETA LTDA;-43.4091274,-22.8352554;09/2004
AUTO POSTO DO TRABALHO S/A.;-43.25437999999999,-22.852320000000006;
MEGA NOVA IGUAÇU POSTO DE ABASTECIMENTO LTDA.;-43.521,-22.771350000000016;
POSTO DE GASOLINA TOCANTINS LTDA.;-43.082460210271705,-22.914114313409904;09/2004
POSTO DE GASOLINA XERIFE LTDA ME;-43.526824100000006,-22.71551260000001;09/2004
POSTO F1 RACING LTDA;-42.884055,-22.750952000000023;09/2004
POSTO GUANABARA  LTDA;-43.124925716530576,-22.88562426632277;09/2004
POSTO GRAFFITI DE CAMPOS LTDA.;-41.332154200000005,-21.76486110000002;01/2005
POSTO GRANDE PARADA LTDA;-44.075950773787504,-22.57506351368181;10/2004
POSTO ICCAR LTDA;-43.0967783,-22.88105880000001;03/2008
POSTO IMPACTO DE CAMPOS COMBUSTIVEIS E LUBRIF. LTDA;-41.3244537,-21.794143199999997;09/2004
POSTO INDIANO LTDA ME;-42.686494404258234,-22.718781388677776;10/2004
POSTO MAC - HERO LTDA;-42.912910999999994,-22.766711999999995;09/2004
J.R. FENIX PETROLEO E DERIVADOS LTDA;-43.02766,-22.93982000000001;
POSTO MURY LTDA;-42.511859411090825,-22.343068504469624;10/2004
POSTO DE COMBUSTÍVEIS B J LTDA.;-41.310760000000016,-21.77327000000001;
POSTO NOTA 1000 DE ITABORAÍ COM. DE COMB. E LUB. LTDA.;-42.904860000000006,-22.76479400000001;09/2004
GNVIA RIO POSTO DE SERVIÇOS LTDA.;-43.350049999999996,-22.856240000000007;
POSTO PENDOTIBA LTDA;-43.056848000000016,-22.906431000000023;10/2004
AUTO POSTO FERROVIA EIRELI;-42.61942,-22.709270000000004;
AUTO POSTO BR MIR 2003 LTDA.;-43.24884,-22.92327999999999;
POSTO RIO GRANDINA LTDA;-42.51235369999999,-22.197473000000002;10/2004
POSTO RFD LTDA;-43.224418400000005,-22.88665130000001;10/2004
POSTO SANTO ANTONIO LTDA;-42.5410924,-22.301902600000012;10/2004
POSTO SAO CONRADO LTDA;-43.2978339,-23.010450500000005;11/2009
POSTO UM AF SOUZA LTDA;-43.110496,-22.899480100000012;10/2004
AUTO POSTO CIDADE DAS HORTÊNCIAS LTDA.;-43.17251999999999,-22.477190000000007;
POSTO VIRADOURO LTDA;-43.085958394444305,-22.905902110016164;10/2004
QUARENTA POSTO DE SERVIÇOS LTDA;-43.09483519871732,-22.88123810182765;10/2004
J.H. ALMEIDA COMÉRCIO DE COMBUSTÍVEIS LTDA;-41.32215,-21.745040000000014;
REAL DA ILHA COMÉRCIO DE DERIVADOS DO PETRÓLEO LTDA.;-43.0503935,-22.8758502;10/2004
REGINALDO AFFONSO SOUSA E CIA. LTDA. ME.;-42.81228,-22.746166999999993;09/2005
REMAR DISTRIBUIDORA DE GÁS LTDA.;-43.0238224,-22.935755800000013;02/2010
AUTO POSTO CIDADE DO PORTO LTDA;-43.10631,-22.90754000000002;
AUTO POSTO NOEL ROSA LTDA.;-43.262809999999995,-22.895340000000008;
CENTRO AUTOMOTIVO KARDEC LTDA;-43.32417999999999,-22.87765000000001;
SCAL - SERVIÇOS  COMBUSTIVEIS E ACESSÓRIOS LTDA;-43.12104269999999,-22.884610200000008;08/2014
AUTO POSTO AREAL LTDA.;-43.101870000000005,-22.23716000000002;
TIRADENTES POSTO DE GASOLINA E SERVICOS LTDA;-43.12552006937284,-22.90180090460707;10/2004
AUTO POSTO E LAVAJATO NHA CHICA LTDA. - ME.;-43.23557999999999,-22.915860000000002;
USE GÁS COMÉRCIO E TRANSPORTE DE GÁS LTDA;-43.040793,-22.898327;07/2008
VIEIRA & VIEIRA POSTO DE COMBUSTÍVEIS LTDA.;-41.616893000000005,-21.48509000000001;03/2006
SANTOS & TERRA COMERCIO DE COMBUSTIVEIS LTDA;-41.3026,-21.76919000000001;
W. TELES MOREIRA COMBUSTÍVEIS - ME;-41.3184501,-21.762668200000007;09/2005
AUTO POSTO CORDEIRO DE NITEROI LTDA;-43.11330000000001,-22.894550000000006;
ZULMIRA MUNIZ THOMAZ POSTO DE GASOLINA;-41.3184501,-21.762668200000007;01/2005
OPERADORA DE POSTOS E SERVICOS LTDA.;-43.184110000000004,-22.947950000000006;
POSTO DE SERVIÇO TRI DE BELFORD ROXO LTDA;-43.400580000000005,-22.765790000000017;
AUTO POSTO DO TRABALHO S/A.;-43.09837000000001,-22.902640000000005;
POSTO DE ABASTECIMENTO ALEGAS DO CAJU LTDA;-43.22379999999998,-22.888440000000017;
AUTO POSTO E GARAGEM VILA IGUATEMI LTDA.;-43.256460000000004,-22.919509999999995;
A. P. J. ALCANTARA COMÉRCIO DE COMBUSTÍVEIS LTDA.;-43.00087000000001,-22.82491999999999;
POSTO PRAIA DE BOTAFOGO COM. DE COMBUSTÍVEL LTDA.;-43.184110000000004,-22.947950000000006;
AUTO POSTO SÃO JORGE DE BELFOR ROXO LTDA;-43.400580000000005,-22.765790000000017;
AUTO SERVIÇOS SHALON LTDA;-43.04182,-22.82153;
POSTO TRIANGULO DE BELFORD ROXO LTDA;-43.400580000000005,-22.765790000000017;
POSTO AÍCA LTDA;-41.329920000000016,-21.765410000000003;
COOPERATIVA AGROPECUÁRIA DE ITAPERUNA LTDA;-41.90496,-21.200540000000014;
POSTO DE GASOLINA 102 LTDA.;-43.21914000000001,-22.898610000000016;
AUTO POSTO VELEIROS LTDA;-43.173379999999995,-22.48080000000001;
AUTO POSTO DUZÉ LTDA.;-43.00347000000001,-22.83184;
AUTO POSTO DO TRABALHO SANTA ROSA LTDA.;-43.09837000000001,-22.902640000000005;
PST VEICULOS E PEÇAS LTDA;-43.56631,-22.900800000000007;
POSTO DE SERVIÇOS PARAGUASSÚ LTDA;-43.191829999999996,-22.812280000000015;
GARAGEM MEIER LTDA.;-43.27619000000001,-22.90405000000002;
GASOL CAR POSTO E GARAGE LTDA;-43.256460000000004,-22.919509999999995;
COMPANHIA DISTRIBUIDORA DE GÁS DO RIO DE JANEIRO;-43.21359,-22.899100000000015;
AUTO POSTO METRO LTDA;-43.192870000000006,-22.906250000000007;
CARREFOUR COMERCIO E INDUSTRIA LTDA;-43.36300999999999,-22.99772000000001;
CARREFOUR COMERCIO E INDUSTRIA LTDA;-43.36300999999999,-22.99772000000001;
AUTO POSTO PELOTAS DO JARDIM GRAMACHO LTDA;-43.291239999999995,-22.75610000000002;
POSTO BRASIL GUADALAJARA LTDA;-43.08203,-22.855080000000015;
PIT STOP POSTO DE SERVICOS LTDA;-43.26035000000002,-22.836200000000016;
R B L MASTER POSTO DE GASOLINA LTDA;-43.11158999999999,-22.88567000000002;
POLOGAZ 10 POSTO DE ABASTECIMENTO LTDA;-43.34347999999999,-22.939979999999995;
POSTO DE ABASTECIMENTO NAT LTDA;-42.520660000000014,-22.237420000000014;
AUTO POSTO DE ABASTECIMENTO DO PRÉ LTDA - ME;-43.541250000000005,-22.906140000000004;
AUTO POSTO NERO LTDA;-43.28772,-22.872010000000014;
POSTO EDCAR LTDA;-41.66362000000002,-22.194469999999995;
POSTO DE GASOLINA AVANÇO LTDA;-44.180200000000006,-22.53347000000002;
FROSINONE POSTO DE GNV LTDA.;-43.22568,-22.88627000000001;
PAPOULA COMÉRCIO DE COMBUSTÍVEIS LTDA.;-43.3374,-22.882249999999992;
AUTO POSTO RECANTO DAS PALMEIRAS LTDA.;-43.364359999999984,-22.944840000000013;
POSTO TIMBOZAO ITAPERUNA LTDA;-41.90496,-21.200540000000014;
POSTO DE GASOLINA 1603 LTDA.;-43.361529999999995,-22.94648000000001;
POSTO DE GASOLINA MACAIA 2004 LTDA. EPP;-43.253559999999986,-22.926500000000015;
GASMIX ALCÂNTARA POSTO DE GASOLINA LTDA.;-43.000350000000005,-22.826760000000018;
POSTO SANTA CLARA DA PAVUNA II LTDA.;-43.37112999999999,-22.810209999999994;
AUTO POSTO ML SATURNINO DE BRITO LTDA.;-43.218329999999995,-22.965340000000015;
POSTO DE GASOLINA FRANCO VIANA LTDA.;-43.47502999999999,-22.76047000000001;
EXCLUSIVO POSTO E SERVIÇOS  LTDA.;-43.08308999999999,-22.82188000000001;
POSTO DE GASOLINA COSTA E CAPOZI LTDA.;-42.10167000000002,-22.83461;
ABASTECIMENTO DE COMBUSTÍVEIS E SERVIÇOS SHAMBALA LTDA.;-43.25627000000001,-22.89377;
POSTO VILA NOVA FRIBURGO LTDA.;-42.53302,-22.27070000000001;
POSTO VENCEDOR LTDA;-43.37315000000002,-22.803899999999995;
MADRUGADAO POSTO DE SERVICOS LTDA;-43.946850000000005,-22.600150000000017;
MINEIRO DE CABO FRIO COMÉRCIO DE COMBUSTÍVEIS LTDA.;-42.024260000000005,-22.883009999999995;
POSTO DE COMBUSTÍVEIS CAPITÃO ENGENHO NOVO LTDA.;-43.26928000000001,-22.910300000000003;
GALÁPAGOS CENTRO AUTOMOTIVO LTDA.;-43.39286999999999,-22.77984000000001;
POSTO ROJAH COMÉRCIO DE COMBUSTÍVEIS LTDA.;-43.03365999999998,-22.819060000000015;
ALIANÇA CENTER COMÉRCIO DE COMBUSTÍVEL LTDA.;-44.16770000000001,-22.546060000000015;
AUTO POSTO TORONTO LTDA.;-43.20427,-22.510590000000004;
BIANCA R PEREIRA PRODUTOS DE PETRÓLEO ME.;-43.556760000000004,-22.73391;
POSTO DE COMBUSTÍVEL MEGA ENGENHO NOVO LTDA.;-43.26929,-22.90184;
SIC - 2004 - COMBUSTÍVEIS E PARTICIPAÇÕES LTDA.;-43.20333999999998,-22.96696000000001;
SIC - 2004 - COMBUSTÍVEIS E PARTICIPAÇÕES LTDA.;-43.37592,-23.00049;
LORD RODRIGO COMÉRCIO DE COMBUSTÍVEIS LTDA.;-43.30403000000001,-22.792460000000002;
AMERICA 2005 COMBUSTÍVEIS LTDA.;-43.736560000000026,-22.884300000000007;
POSTO NOTA 10 LTDA;-42.84751000000001,-22.76229000000002;
POSTO DE COMBUSTÍVEL CONFORTAÇO LTDA.;-44.08260999999999,-22.520280000000014;
POSTO DE GASOLINA JACAREZINHO AUTO CENTER LTDA.;-43.25910999999999,-22.880180000000014;
A. P. AMENDOEIRA COMÉRCIO DE COMBUSTÍVEIS LTDA.;-43.107169999999996,-22.902600000000014;
AUTO POSTO ARCANJO LTDA.;-43.01382000000001,-22.92854;
POSTO SHELDA LTDA;-43.36607999999999,-22.797580000000018;
E. H. ALMEIDA COMÉRCIO DE COMBUSTÍVEIS LTDA.;-41.302610000000016,-21.769220000000015;
POSTO DE GASOLINA CABRAL DE MELO LTDA.;-41.67461000000001,-21.137290000000004;
POSTO NITEROI 2006 COMERCIO DE DERIVADOS DO PETROLEO LTDA;-44.09038000000001,-22.49989000000001;
AUTO POSTO ROBALO LTDA.;-44.44561999999999,-22.97716;
MIRACEMA DO NOROESTE POSTO DE GASOLINA LTDA.;-42.19291000000001,-21.41219000000001;
POSTO DE GASOLINA CUTUBA LTDA.;-43.198310000000006,-22.12482000000001;
POSTO DE GASOLINA E LANCHONETE JRH VITÓRIA LTDA.;-43.42618999999999,-22.760900000000007;
AUTO CENTER GABRIELLE ALVES LTDA.;-43.428689999999996,-22.78352000000001;
VÉRTICE DE SAQUAREMA AUTO POSTO LTDA.;-42.47359,-22.888700000000004;
POSTO DE COMBUSTÍVEL STAFF DA RIO MAGÉ LTDA.;-43.274350000000005,-22.67051000000001;
GETGÁS DO BRASIL POSTO DE GÁS NATURAL VEICULAR LTDA;-43.01099,-22.825750000000006;
AUTOINTE AUTO POSTO DE GASOLINA INTELIGENTE LTDA.;-43.558230000000016,-22.897110000000012;
MARIO PEREIRA DO OUTEIRO COMBUSTÍVEIS;-43.208520000000014,-22.805260000000004;
MARIO PEREIRA DO OUTEIRO COMBUSTÍVEIS;-43.105579999999996,-22.88088000000001;
AUTO POSTO JARDIM OCEÂNICO DA BARRA LTDA.;-43.31214,-23.007190000000005;
POSTO DE GASOLINA ALTO ASTRAL DO MÉIER LTDA.;-43.28157999999999,-22.90054000000001;
AUTO POSTO DE COMBUSTÍVEIS MAMANGUA LTDA.;-44.723040000000005,-23.220610000000015;
VEREDASGAS AUTO POSTO LTDA.;-43.27960999999999,-22.832670000000004;
AUTO POSTO DE ABASTECIMENTO ESTRELA DO OCEANO LTDA - ME;-43.36409,-23.01069;
AUTO POSTO 158 COMÉRCIO DE COMBUSTÍVEIS LTDA.;-42.4694,-22.89535000000001;
AUTO POSTO PÉROLA DE ICARAÍ LTDA.;-43.113150000000005,-22.90105000000002;
PUROGAS MUTUA POSTO DE GASOLINA LTDA.;-43.03791999999999,-22.809280000000022;
AUTO POSTO VIA EXPRESSA DE RAMOS LTDA;-43.254,-22.839029999999998;
POSTO DE COMBUSTIVEIS CANDIDO BENICIO LTDA;-43.35738,-22.904730000000015;
POSTO DE GASOLINA CRF 230 LTDA.;-43.54420000000001,-22.33149;
AUTO  POSTO OSWALDO CRUZ LTDA.;-43.347759999999994,-22.87094;
POSTO DE GASOLINA MANASSES LTDA.;-43.32970000000001,-22.782950000000007;
POSTO MCA LTDA;-43.57144000000001,-22.925490000000014;
NOVA MADUREIRA AUTO POSTO LTDA ME;-43.23557999999999,-22.91588000000002;
POSTO DE GASOLINA NOVA RAINHA DE INHAUMA LTDA.;-43.28772,-22.871999999999996;
POSTO DE GASOLINA ITAJUBÁ LTDA.;-43.29821,-22.903009999999995;
CENTRO AUTOMOTIVO PATAMARES LTDA.;-43.090509999999995,-22.889860000000006;
POSTO DE GASOLINA BRASIL DE SANTA CRUZ LTDA.;-43.658080000000005,-22.888839999999995;
AUTO POSTO TREVO DE MAGÉ LTDA.;-43.03358999999999,-22.663469999999997;
SERVIBEM PETROLEO LTDA;-43.17019999999999,-22.508859999999995;
AUTO POSTO ESTRELA DO BILAC LTDA-ME;-43.327760000000005,-22.76334000000001;
AUTO POSTO LUAR DE CAMPO GRANDE II LTDA;-43.559160000000006,-22.89906;
POSTO DE GASOLINA SANTA CECILIA LTDA;-43.18052999999999,-22.955880000000004;
POSTO DE ABASTECIMENTO BARRA CACHAMORRA LTDA.;-43.55383,-22.92758000000001;
POSTO EBENEZER LTDA;-42.21990999999999,-22.839390000000023;
POSTO DE ABASTECIMENTO AMOR DA LEOPOLDINA LTDA - ME;-43.27928000000001,-22.82383;
AUTO POSTO SANTORINI LTDA.;-43.40778,-22.76964;
AUTO POSTO MR LTDA.;-44.46001,-22.47450000000001;
POSTO COMÉRCIO DE COMBUSTÍVEIS FM3 LTDA.;-43.16544,-22.17259000000002;
POSTO DE GASOLINA PEQUENA CRUZADA LTDA - EPP;-43.203419999999994,-22.96434000000002;
TELES & BARRETO COMERCIO DE COMBUSTÍVEIS LTDA.;-41.29441,-21.816570000000016;
AUTO POSTO ECOLAGOS D'IGUABA LTDA;-42.22001000000001,-22.839400000000012;
POSTO VERDE MAR LTDA.;-44.313829999999996,-23.008870000000016;
POSTO DE ABASTECIMENTO TRERIENSE LTDA;-43.210609999999996,-22.109149999999996;
AUTO POSTO PRIMEIRÃO DE ITAIPUAÇU LTDA.;-42.9626,-22.945110000000014;
AUTO POSTO ACONCHEGO DE MERITI LTDA.;-43.38290000000002,-22.787220000000023;
AUTO POSTO TAMOIOS LTDA.;-41.99886,-22.60732000000001;
CENTRO DE ABASTECIMENTO CHESSED LTDA.;-43.30107000000001,-22.895810000000008;
AUTO POSTO MITRI LTDA.;-43.619690000000006,-22.688280000000017;
REZENDE & REZENDE DERIVADOS DE PETRÓLEO LTDA.;-41.674590000000016,-21.137299999999993;
AUTO POSTO ANJO DA FREGUESIA LTDA.;-43.34349000000002,-22.939920000000015;
RODRIGUEZ E LUDWIG LTDA;-43.23871,-22.919580000000007;
AUTO CENTER DUDUCA LTDA.;-43.45107,-22.87910000000002;
AUTO POSTO DO TRABALHO DE NILÓPOLIS LTDA.;-43.41192000000001,-22.812600000000007;
AUTO POSTO BARAO DE MESQUITA LTDA.;-43.24659000000001,-22.926570000000012;
POSTO PIERRE LTDA. - ME;-43.286550000000005,-22.70860000000001;
VEMK AUTO POSTO LTDA - EPP;-43.36915999999999,-22.86123000000002;
POSTO 01 TREVO ERMITAGE DE TERESÓPOLIS LTDA.;-43.830310000000004,-22.41450000000003;
AUTO POSTO GENERAL DE SÃO MIGUEL LTDA.;-43.033640000000005,-22.81904000000001;
A C TRANCOZO M B COMBUSTÍVEIS LTDA;-42.53423999999999,-22.27888000000001;
POSTO TURCÃO LTDA;-43.42360000000001,-22.430340000000015;
AUTO POSTO JMX LTDA - ME;-43.78701,-22.869600000000013;
POSTO DE GASOLINA AUTO CLUB DE MERITI LTDA - EPP.;-43.363029999999995,-22.78334000000001;
SEVES POSTO DE SERVIÇO LTDA;-43.43979000000001,-22.862720000000007;
ALIANÇA VILA 2000 COMÉRCIO DE COMBUSTÍVEIS LTDA.;-44.10847000000001,-22.517420000000012;
AUTO POSTO MORADA DA COLINA LTDA;-44.479760000000006,-22.48444;
ADRENALINA POSTO DE COMBUSTIVEL E SERVICOS LTDA;-43.016200000000005,-22.818880000000018;
POSTO DE COMBUSTIVEIS FENIX LTDA;-42.09989,-22.834680000000013;
PROJAC RIO 2016 AUTO POSTO LTDA - EPP.;-43.400270000000006,-22.96278000000001;
FIXXOIL COMERCIO DE COMBUSTIVEIS LTDA  - ME;-41.109780000000015,-21.474530000000012;
AUTO POSTO DUZENTOS E UM COMERCIO DE COMBUSTIVEIS EIRELI EPP;-43.224560000000004,-22.900570000000002;
POSTO DE COMBUSTIVEIS BRAZ DE PINA LTDA;-43.291790000000006,-22.832410000000007;
POSTO PARK TAMANDARE LTDA - ME;-41.33650000000001,-21.758100000000017;
MABEGUI COMBUSTÍVEIS LTDA.;-43.34505,-22.941639999999992;
VITERBO EMPREENDIMENTOS LTDA;-43.11317000000001,-22.90121;
AUTO POSTO SAO TIAGO LTDA;-43.485620000000004,-22.745220000000014;
POSTO SAO MIGUEL ARCANJO LTDA;-43.4291,-22.708460000000017;
AUTO POSTO STYLLUS  COMERCIO DE COMBUSTIVEIS LTDA - ME;-43.48259000000001,-22.461950000000016;
AUTO POSTO RAUL VEIGA LTDA;-42.99502,-22.824800000000014;
NOVO AUTO POSTO SANTA MONICA LTDA;-43.39881,-22.999970000000015;
POSTO DE LUBRIFICACAO MARACANA LTDA.;-43.23953000000001,-22.916340000000005;
AUTO POSTO PICA PAU LTDA;-43.354120000000016,-22.77668000000001;
L.O.C CENTRO AUTOMOTIVO DOIS AMIGOS EIRELI - ME;-43.34995000000001,-22.838070000000005;
POSTO DE COMBUSTIVEIS RADIAL OESTE LTDA;-43.23686000000001,-22.90946;
POSTO PRIMUS COMERCIO DE COMBUSTIVEL LIMITADA;-43.26516,-22.885050000000007;
POSTO DE COMBUSTIVEL VILA DE CAXIAS LTDA;-43.290459999999996,-22.76788000000001;
GRANGAS POSTO DE GASOLINA LTDA.;-43.56135000000001,-22.876120000000018;
CENTRO AUTOMOTIVO JACARÉ LTDA.;-43.25600000000002,-22.892120000000013;
VEP VEICULOS ESPECIAIS DE PETROPOLIS LTDA;-43.217650000000006,-22.532930000000018;
AUTO POSTO DANI LTDA;-43.28171,-22.90050000000002;
AUTO SERVIÇO POSTO HERMOM LTDA;-43.41421000000001,-22.813819999999996;
J A FIGUEIREDO & ENNE LTDA;-41.86582000000001,-22.088270000000016;
COMÉRCIO DE DERIVADOS DE PETRÓLEO BANDEIRANTES LTDA;-43.30031000000001,-22.843210000000013;
POSTO TIC TAC DE MACAE LTDA;-41.77584000000001,-22.38288000000001;
POSTO DE GASOLINA EL NINHO LTDA - ME;-43.67846999999998,-22.927009999999996;
AUTO POSTO DO TRABALHO SANTISSIMO LTDA.;-43.52075,-22.886400000000016;
AUTO POSTO DO TRABALHO BICAO LTDA;-43.310990000000004,-22.83914;
AUTO POSTO QUEBRAMAR LTDA;-43.301500000000004,-23.011280000000003;
AUTO POSTO IRMAOS RESENDE LTDA;-42.975559999999994,-22.42056999999999;
POSTO DE GASOLINA SANTO AMARO DE CAMPOS LTDA;-41.30756,-21.77732000000002;
POSTO TERESOPOLITANO;-42.96713,-22.404890000000005;
AUTO POSTO NOVA SULACAP II LTDA;-43.30971,-22.738339999999997;
D.F. DE SOUZA E FILHO LTDA;-42.91154000000002,-21.993320000000015;
AUTO POSTO BANDEIRA BRANCA LTDA;-43.197130000000016,-22.921980000000005;
POSTO RETIRO DOS BANDEIRANTES LTDA;-42.75104,-22.73899;
AUTO POSTO BONS AMIGOS LTDA;-42.39455000000002,-22.647979999999993;
POSTO SAO LUIZ LTDA;-44.301709999999986,-22.454760000000007;
POSTO REGENTE LTDA;-43.19637000000001,-22.529329999999995;
AUTO POSTO SUPER LTDA;-43.037860000000016,-22.656999999999996;
AUTO POSTO LORENA LTDA;-42.96370999999999,-22.405270000000005;
AUTO LUBRIFICADORA TRIRRIENSE LTDA;-43.20422999999999,-22.115980000000008;
POSTO SANTO ANDRE LTDA;-41.266289999999984,-21.832580000000014;
POSTO CABO FRIO LTDA;-42.029409999999984,-22.886250000000008;
POSTO RIO DAS OSTRAS LTDA;-41.94243000000001,-22.52611000000001;
AUTO POSTO SERNAMBETIBA LTDA;-43.36410999999999,-23.010710000000017;
AUTO SERVIÇO CARDINALI LTDA;-42.20116,-21.415980000000012;
POSTO VOLTA REDONDA LTDA;-44.13425000000001,-22.52820000000002;
AUTO POSTO DE SERVICOS 207 LTDA;-44.11541,-22.52555;
POSTO SATURNO FRIBURGO LTDA;-42.53311000000001,-22.273880000000013;
POSTO DO MINEIRO LTDA;-42.02428000000001,-22.882980000000018;
POSTO RIO MINAS LTDA;-43.28654000000001,-22.67866000000002;
POSTO SAO CRISTOVAO LTDA - EPP;-43.28552999999999,-22.679280000000002;
POSTO NOVA SANTA IZABEL LTDA;-43.707,-22.24580000000001;
LOMBUSTIVEIS VITORIA LTDA;-43.286379999999994,-22.689920000000015;
POSTO SETE DERIVADOS DE PETROLEO LTDA;-41.31567999999999,-21.759070000000005;
CESAUTO CENTRO DE SERVIÇO PARA AUTOS LTDA;-43.10520000000002,-22.898780000000013;
POSTO DE GASOLINA MIGUEL COUTO LTDA;-43.42907000000001,-22.708460000000017;
POSTO NOVA ESPERANÇA DE NOVA IGUAÇU LTDA;-43.46284,-22.76122;
POSTO SÃO JORGE LTDA;-43.30126999999998,-22.780690000000014;
POSTO DE GASOLINA TRES HERDEIROS LTDA;-43.643560000000015,-22.99977;
AUTO POSTO SAO CRISTOVAO;-41.89149999999999,-21.204090000000008;
POSTO PRINCIPE LTDA;-41.777170000000005,-22.376119999999997;
FRATELLO AUTO POSTO LTDA;-43.053950000000015,-22.56502000000001;
POSTO PRINCIPAL LTDA;-43.18099999999998,-22.61049000000001;
TRANSDILMAR AUTO POSTO E TRANSPORTE LTDA;-43.424540000000015,-22.431650000000015;
